7894550601234	0	6
7894550601235	1	6
7894550601236	2	6
7894550601237	3	6
7894550601238	4	6
7894550601239	5	6
7894550601240	6	6
7894550601241	7	6
7894550601242	8	6
7894550601243	9	6
7894550601244	10	6
7894550601245	11	6
7894550601246	12	6
7894550601247	13	6
7894550601248	14	6
7894550601249	15	6
7894550601250	16	6
7894550601251	17	6
7894550601252	18	6
7894550601253	19	6
7894550601254	20	6
7894550601255	21	6
7894550601256	22	6
7894550601257	23	6
7894550601258	24	6
7894550601259	25	6
7894550601260	26	6
7894550601261	27	6
7894550601262	28	6
7894550601263	29	6
7894550601264	30	6
7894550601265	31	6
7894550601266	32	6
7894550601267	33	6
7894550601268	34	6
7894550601269	35	6
7894550601270	36	6
7894550601271	37	6
7894550601272	38	6
7894550601273	39	6
7894550601274	40	6
7894550601275	41	6
7894550601276	42	6
7894550601277	43	6
7894550601278	44	6
7894550601279	45	6
7894550601280	46	6
7894550601281	47	6
7894550601282	48	6
7894550601283	49	6
7894550601284	50	6
7894550601285	51	6
7894550601286	52	6
7894550601287	53	6
7894550601288	54	6
7894550601289	55	6
7894550601290	56	6
7894550601291	57	6
7894550601292	58	6
7894550601293	59	6
7894550601294	60	6
7894550601295	61	6
7894550601296	62	6
7894550601297	63	6
7894550601298	64	6
7894550601299	65	6
7894550601300	66	6
7894550601301	67	6
7894550601302	68	6
7894550601303	69	6
7894550601304	70	6
7894550601305	71	6
7894550601306	72	6
7894550601307	73	6
7894550601308	74	6
7894550601309	75	6
7894550601310	76	6
7894550601311	77	6
7894550601312	78	6
7894550601313	79	6
7894550601314	80	6
7894550601315	81	6
7894550601316	82	6
7894550601317	83	6
7894550601318	84	6
7894550601319	85	6
7894550601320	86	6
7894550601321	87	6
7894550601322	88	6
7894550601323	89	6
7894550601324	90	6
7894550601325	91	6
7894550601326	92	6
7894550601327	93	6
7894550601328	94	6
7894550601329	95	6
7894550601330	96	6
7894550601331	97	6
7894550601332	98	6
7894550601333	99	6
7894550601334	100	6
7894550601335	101	6
7894550601336	102	6
7894550601337	103	6
7894550601338	104	6
7894550601339	105	6
7894550601340	106	6
7894550601341	107	6
7894550601342	108	6
7894550601343	109	6
7894550601344	110	6
7894550601345	111	6
7894550601346	112	6
7894550601347	113	6
7894550601348	114	6
7894550601349	115	6
7894550601350	116	6
7894550601351	117	6
7894550601352	118	6
7894550601353	119	6
7894550601354	120	6
7894550601355	121	6
7894550601356	122	6
7894550601357	123	6
7894550601358	124	6
7894550601359	125	6
7894550601360	126	6
7894550601361	127	6
7894550601362	128	6
7894550601363	129	6
7894550601364	130	6
7894550601365	131	6
7894550601366	132	6
7894550601367	133	6
7894550601368	134	6
7894550601369	135	6
7894550601370	136	6
7894550601371	137	6
7894550601372	138	6
7894550601373	139	6
7894550601374	140	6
7894550601375	141	6
7894550601376	142	6
7894550601377	143	6
7894550601378	144	6
7894550601379	145	6
7894550601380	146	6
7894550601381	147	6
7894550601382	148	6
7894550601383	149	6
7894550601384	150	6
7894550601385	151	6
7894550601386	152	6
7894550601387	153	6
7894550601388	154	6
7894550601389	155	6
7894550601390	156	6
7894550601391	157	6
7894550601392	158	6
7894550601393	159	6
7894550601394	160	6
7894550601395	161	6
7894550601396	162	6
7894550601397	163	6
7894550601398	164	6
7894550601399	165	6
7894550601400	166	6
7894550601401	167	6
7894550601402	168	6
7894550601403	169	6
7894550601404	170	6
7894550601405	171	6
7894550601406	172	6
7894550601407	173	6
7894550601408	174	6
7894550601409	175	6
7894550601410	176	6
7894550601411	177	6
7894550601412	178	6
7894550601413	179	6
7894550601414	180	6
7894550601415	181	6
7894550601416	182	6
7894550601417	183	6
7894550601418	184	6
7894550601419	185	6
7894550601420	186	6
7894550601421	187	6
7894550601422	188	6
7894550601423	189	6
7894550601424	190	6
7894550601425	191	6
7894550601426	192	6
7894550601427	193	6
7894550601428	194	6
7894550601429	195	6
7894550601430	196	6
7894550601431	197	6
7894550601432	198	6
7894550601433	199	6
7894550601434	200	6
7894550601435	201	6
7894550601436	202	6
7894550601437	203	6
7894550601438	204	6
7894550601439	205	6
7894550601440	206	6
7894550601441	207	6
7894550601442	208	6
7894550601443	209	6
7894550601444	210	6
7894550601445	211	6
7894550601446	212	6
7894550601447	213	6
7894550601448	214	6
7894550601449	215	6
7894550601450	216	6
7894550601451	217	6
7894550601452	218	6
7894550601453	219	6
7894550601454	220	6
7894550601455	221	6
7894550601456	222	6
7894550601457	223	6
7894550601458	224	6
7894550601459	225	6
7894550601460	226	6
7894550601461	227	6
7894550601462	228	6
7894550601463	229	6
7894550601464	230	6
7894550601465	231	6
7894550601466	232	6
7894550601467	233	6
7894550601468	234	6
7894550601469	235	6
7894550601470	236	6
7894550601471	237	6
7894550601472	238	6
7894550601473	239	6
7894550601474	240	6
7894550601475	241	6
7894550601476	242	6
7894550601477	243	6
7894550601478	244	6
7894550601479	245	6
7894550601480	246	6
7894550601481	247	6
7894550601482	248	6
7894550601483	249	6
7894550601484	250	6
7894550601485	251	6
7894550601486	252	6
7894550601487	253	6
7894550601488	254	6
7894550601489	255	6
7894550601490	256	6
7894550601491	257	6
7894550601492	258	6
7894550601493	259	6
7894550601494	260	6
7894550601495	261	6
7894550601496	262	6
7894550601497	263	6
7894550601498	264	6
7894550601499	265	6
7894550601500	266	6
7894550601501	267	6
7894550601502	268	6
7894550601503	269	6
7894550601504	270	6
7894550601505	271	6
7894550601506	272	6
7894550601507	273	6
7894550601508	274	6
7894550601509	275	6
7894550601510	276	6
7894550601511	277	6
7894550601512	278	6
7894550601513	279	6
7894550601514	280	6
7894550601515	281	6
7894550601516	282	6
7894550601517	283	6
7894550601518	284	6
7894550601519	285	6
7894550601520	286	6
7894550601521	287	6
7894550601522	288	6
7894550601523	289	6
7894550601524	290	6
7894550601525	291	6
7894550601526	292	6
7894550601527	293	6
7894550601528	294	6
7894550601529	295	6
7894550601530	296	6
7894550601531	297	6
7894550601532	298	6
7894550601533	299	6
7894550601534	300	6
7894550601535	301	6
7894550601536	302	6
7894550601537	303	6
7894550601538	304	6
7894550601539	305	6
7894550601540	306	6
7894550601541	307	6
7894550601542	308	6
7894550601543	309	6
7894550601544	310	6
7894550601545	311	6
7894550601546	312	6
7894550601547	313	6
7894550601548	314	6
7894550601549	315	6
7894550601550	316	6
7894550601551	317	6
7894550601552	318	6
7894550601553	319	6
7894550601554	320	6
7894550601555	321	6
7894550601556	322	6
7894550601557	323	6
7894550601558	324	6
7894550601559	325	6
7894550601560	326	6
7894550601561	327	6
7894550601562	328	6
7894550601563	329	6
7894550601564	330	6
7894550601565	331	6
7894550601566	332	6
7894550601567	333	6
7894550601568	334	6
7894550601569	335	6
7894550601570	336	6
7894550601571	337	6
7894550601572	338	6
7894550601573	339	6
7894550601574	340	6
7894550601575	341	6
7894550601576	342	6
7894550601577	343	6
7894550601578	344	6
